ID	LOCAL_ID	DOCULECT	VARIETY	CONCEPT	VALUE	FORM	TOKENS	PLURAL_TOKENS	NOTE	SWADESH	COGIDS	ALIGNMENT
7145	Gourou-6753_placelocation-1	Gourou		place, location	děyⁿ	dě	d ě			0	8503	d ě - -
7146	JamsayDouentza-6753_placelocation-1	JamsayDouentza		place, location	dǐ:ⁿ, děyⁿ	dě	d ě			0	8503	d ě - -
7148	Mombo-6753_placelocation-1	Mombo		place, location	gê: // gêwⁿ, tɛ́bɔ́, ɛ́ŋgɔ̀, ó:ŋgò, dó:ŋgé	dó.ó-ŋɡ-é	d ó ó + ŋ ɡ + é			0	8504 8505 8506	d ó ó + ŋ ɡ + é
7149	Mombo-6753_placelocation-2	Mombo		place, location	gê: // gêwⁿ, tɛ́bɔ́, ɛ́ŋgɔ̀, ó:ŋgò, dó:ŋgé	tɛ́bɔ́	t ɛ́ b ɔ́			0	8512	t ɛ́ b ɔ́
7150	Najamba-6753_placelocation-1	Najamba		place, location	kéŋgè\\kéŋgè	ké-ŋɡ-è	k é + ŋ ɡ + è	k é ŋ ɡ è		0	8501 8505 8506	k é - + ŋ ɡ + è
7151	Nanga-6753_placelocation-1	Nanga		place, location	ɔ̂:	ɔ́.ɔ̀	ɔ́ ɔ̀			0	8507	ɔ́ ɔ̀
7152	Penange-6753_placelocation-1	Penange		place, location	géŋ	ɡéŋ	ɡ é ŋ			0	8501	ɡ é ŋ
7153	PergeTegu-6753_placelocation-1	PergeTegu		place, location	dɛ̌:ⁿ	dɛ̀.ɛ́.n	d ɛ̀ ɛ́ ∼			0	8508	d ɛ̀ ɛ́ ∼
7154	TebulUre-6753_placelocation-1	TebulUre		place, location	gándá	ɡá-nd-á	ɡ á + n d + á			0	8501 8505 8509	ɡ á - + n d + á
7155	Tiranige-6753_placelocation-1	Tiranige		place, location	jɛ́lɛ́ (Boui), gɛ́lɛ́ (Ningo)	ɡɛ́lɛ́	ɡ ɛ́ l ɛ́			0	8510	ɡ ɛ́ l ɛ́
7156	TogoKan-6753_placelocation-1	TogoKan		place, location	dèŋú ~ děŋ, ɲá	dèŋú	d è ŋ ú			0	8503	d è ŋ ú
7157	TogoKan-6753_placelocation-2	TogoKan		place, location	dèŋú ~ děŋ, ɲá	děŋ	d ě ŋ			0	8503	d ě ŋ -
7158	TogoKan-6753_placelocation-3	TogoKan		place, location	dèŋú ~ děŋ, ɲá	ɲá	ɲ á			0	8513	ɲ á
7159	TommoSoTongoTongo-6753_placelocation-1	TommoSoTongoTongo		place, location	yàlú, gándá	yàlú	j à l ú			0	8502	j à l ú
7160	TommoSoTongoTongo-6753_placelocation-2	TommoSoTongoTongo		place, location	yàlú, gándá	ɡá-nd-á	ɡ á + n d + á			0	8501 8505 8509	ɡ á - + n d + á
7161	ToroTegu-6753_placelocation-1	ToroTegu		place, location	děŋ	děŋ	d ě ŋ			0	8503	d ě ŋ -
7162	YandaDom-6753_placelocation-1	YandaDom		place, location	ɔ̀mɔ́	ɔ̀-mɔ́	ɔ̀ + m ɔ́			0	8507 8511	ɔ̀ - + m ɔ́
7163	YornoSo-6753_placelocation-1	YornoSo		place, location	dɛ̌yⁿ	dɛ̌	d ɛ̌			0	8503	d ɛ̌ - -
4409	BankanTey-6855_poundingmortaranykind-1	BankanTey		pounding mortar (any kind)	túndú	tú-nd-ú	t ú + n d + ú			0	8537 8538 8539	t ú - + n d + ú
4410	BenTey-6855_poundingmortaranykind-1	BenTey		pounding mortar (any kind)	túní:	túní.í	t ú n í í			0	8540	t ú - n í í
4411	Bunoge-6855_poundingmortaranykind-1	Bunoge		pounding mortar (any kind)	dɔ́ (dɔ̂:)	dɔ́	d ɔ́	d ɔ́ ɔ̀		0	8537	d ɔ́ -
4412	DogulDomBendiely-6855_poundingmortaranykind-1	DogulDomBendiely		pounding mortar (any kind)	kùnnúŋ	kùn-núŋ	k ù n + n ú ŋ			0	8541 8542	k ù n + n ú ŋ
4413	DogulDomKundialang-6855_poundingmortaranykind-1	DogulDomKundialang		pounding mortar (any kind)	kùnnúŋ (pl kùnnú yà:)	kùn-núŋ	k ù n + n ú ŋ	k ù n n ú + j à à		0	8541 8542	k ù n + n ú ŋ
4414	DonnoSo-6855_poundingmortaranykind-1	DonnoSo		pounding mortar (any kind)	dònǎ:	dònà.á	d ò n à á			0	8540	d ò - n à á
4415	Gourou-6855_poundingmortaranykind-1	Gourou		pounding mortar (any kind)	màná:	màná.á	m à n á á			0	8543	m à n á á
4416	JamsayDouentza-6855_poundingmortaranykind-1	JamsayDouentza		pounding mortar (any kind)	màná:	màná.á	m à n á á			0	8543	m à n á á
4418	Mombo-6855_poundingmortaranykind-1	Mombo		pounding mortar (any kind)	dɔ̀:ní	dɔ̀.ɔ̀ní	d ɔ̀ ɔ̀ n í			0	8540	d ɔ̀ ɔ̀ n í -
4419	Najamba-6855_poundingmortaranykind-1	Najamba		pounding mortar (any kind)	túngó\\túní:	tún-ɡó	t ú n + ɡ ó	t ú n í í		0	8537 8544	t ú n + ɡ ó
4420	Nanga-6855_poundingmortaranykind-1	Nanga		pounding mortar (any kind)	túndí	tú-nd-í	t ú + n d + í			0	8537 8538 8545	t ú - + n d + í
4421	Penange-6855_poundingmortaranykind-1	Penange		pounding mortar (any kind)	dɔ̀:	dɔ̀-ɔ̀	d ɔ̀ + ɔ̀			0	8537 8546	d ɔ̀ - + ɔ̀
4422	PergeTegu-6855_poundingmortaranykind-1	PergeTegu		pounding mortar (any kind)	mòná:	mòná.á	m ò n á á			0	8543	m ò n á á
4423	TebulUre-6855_poundingmortaranykind-1	TebulUre		pounding mortar (any kind)	tíníŋgó~ tíngò (pl tínè:, also 'ladder'), tìnìŋgò tòltòlúŋgò	tìnì-ŋɡ-ò_-tòl-tòlú-ŋɡ-ò	t ì n ì + ŋ ɡ + ò + t ò l + t ò l ú + ŋ ɡ + ò			0	8540 8538 8546 8547 8548 8549 8550	t ì - n ì - + ŋ ɡ + ò + t ò l + t ò l ú + ŋ ɡ + ò
4424	Tiranige-6855_poundingmortaranykind-1	Tiranige		pounding mortar (any kind)	túŋgú	tú-ŋɡ-ú	t ú + ŋ ɡ + ú			0	8537 8538 8539	t ú - + ŋ ɡ + ú
4425	TogoKan-6855_poundingmortaranykind-1	TogoKan		pounding mortar (any kind)	dògóró	dòɡó-ró	d ò ɡ ó + r ó			0	8551 8552	d ò ɡ ó + r ó
4426	TommoSoTongoTongo-6855_poundingmortaranykind-1	TommoSoTongoTongo		pounding mortar (any kind)	kùy náá\\kùnáá	kùy_náá	k ù j + n á á ∼	k ù + n á á ∼		0	8541 8553	k ù j + n á á ∼
4428	ToroTegu-6855_poundingmortaranykind-1	ToroTegu		pounding mortar (any kind)	bɔ̀nɔ́	bɔ̀nɔ́	b ɔ̀ n ɔ́			0	8554	b ɔ̀ n ɔ́
4429	YandaDom-6855_poundingmortaranykind-1	YandaDom		pounding mortar (any kind)	kún	kún	k ú n			0	8541	k ú n
4430	YornoSo-6855_poundingmortaranykind-1	YornoSo		pounding mortar (any kind)	kǔy	kǔy	k ǔ j			0	8541	k ǔ j
13206	BankanTey-6941_pullsth-1	BankanTey		pull (sth)	bàsá	bàs-á	b à s + á			1	8576 8577	b à - s + á
13207	BenTey-6941_pullsth-1	BenTey		pull (sth)	bàsá	bàs-á	b à s + á			1	8576 8577	b à - s + á
13208	Bunoge-6941_pullsth-1	Bunoge		pull (sth)	gímbɛ̀	ɡímb-ɛ̀	ɡ í m b + ɛ̀			1	8578 8579	- ɡ í m b + ɛ̀
13209	DogulDomBendiely-6941_pullsth-1	DogulDomBendiely		pull (sth)	jìmbɛ́	dʒìmb-ɛ́	d ʒ ì m b + ɛ́			1	8578 8579	d ʒ ì m b + ɛ́
13210	DogulDomKundialang-6941_pullsth-1	DogulDomKundialang		pull (sth)	jìmbɛ́	dʒìmb-ɛ́	d ʒ ì m b + ɛ́			1	8578 8579	d ʒ ì m b + ɛ́
13211	DonnoSo-6941_pullsth-1	DonnoSo		pull (sth)	jìmbɛ́\\jímbɛ̀	dʒìmb-ɛ́	d ʒ ì m b + ɛ́			1	8578 8579	d ʒ ì m b + ɛ́
13212	Gourou-6941_pullsth-1	Gourou		pull (sth)	bàsá	bàs-á	b à s + á			1	8576 8577	b à - s + á
13213	JamsayDouentza-6941_pullsth-1	JamsayDouentza		pull (sth)	bàjá	bàdʒ-á	b à d ʒ + á			1	8576 8577	b à d ʒ + á
13215	Mombo-6941_pullsth-1	Mombo		pull (sth)	gímbɛ́ // gɔ́bɛ́	ɡɔ́b-ɛ́	ɡ ɔ́ b + ɛ́			1	8580 8579	ɡ ɔ́ b + ɛ́
13216	Mombo-6941_pullsth-2	Mombo		pull (sth)	gímbɛ́ // gɔ́bɛ́	ɡɔ́b-ɛ́	ɡ ɔ́ b + ɛ́			1	8580 8579	ɡ ɔ́ b + ɛ́
13217	Najamba-6941_pullsth-1	Najamba		pull (sth)	jùmbɛ́	dʒùmb-ɛ́	d ʒ ù m b + ɛ́			1	8578 8579	d ʒ ù m b + ɛ́
13218	Nanga-6941_pullsth-1	Nanga		pull (sth)	bàsá	bàs-á	b à s + á			1	8576 8577	b à - s + á
13219	Penange-6941_pullsth-1	Penange		pull (sth)	gímbɛ́	ɡímb-ɛ́	ɡ í m b + ɛ́			1	8578 8579	- ɡ í m b + ɛ́
13220	PergeTegu-6941_pullsth-1	PergeTegu		pull (sth)	bàsá	bàs-á	b à s + á			1	8576 8577	b à - s + á
13221	TebulUre-6941_pullsth-1	TebulUre		pull (sth)	bàdá (bàdátì)	bàd-á	b à d + á			1	8576 8577	b à d - + á
13222	Tiranige-6941_pullsth-1	Tiranige		pull (sth)	ímbɛ́	ímb-ɛ́	í m b + ɛ́			1	8578 8579	- - í m b + ɛ́
13223	TogoKan-6941_pullsth-1	TogoKan		pull (sth)	bàjá	bàdʒ-á	b à d ʒ + á			1	8576 8577	b à d ʒ + á
13224	TommoSoTongoTongo-6941_pullsth-1	TommoSoTongoTongo		pull (sth)	bìnjé	bìn-jé	b ì n + d ʒ é			1	8581 8582	b ì n + d ʒ é
13225	ToroTegu-6941_pullsth-1	ToroTegu		pull (sth)	gàgú\\gàgá	ɡàɡ-á	ɡ à ɡ + á			1	8583 8577	ɡ à ɡ + á
13226	YandaDom-6941_pullsth-1	YandaDom		pull (sth)	dìlíyó\\dìlìyòlí	dìl-í-yó	d ì l + í + j ó			1	8584 8585 8586	d ì l + í + j ó
13227	YornoSo-6941_pullsth-1	YornoSo		pull (sth)	bìɲɛ́\\bìɲɛ́	bìɲ-ɛ́	b ì ɲ + ɛ́			1	8581 8579	b ì ɲ + ɛ́
13185	BankanTey-6979_push-1	BankanTey		push	dàmbí	dàmb-í	d à m b + í			1	8620 8621	d à m b + í
13186	BenTey-6979_push-1	BenTey		push	dàmbí	dàmb-í	d à m b + í			1	8620 8621	d à m b + í
13187	Bunoge-6979_push-1	Bunoge		push	dúnjúrè	dún-júrè	d ú n + d ʒ ú r è			1	8622 8623	d ú n - + d ʒ ú r è
13188	DogulDomBendiely-6979_push-1	DogulDomBendiely		push	dɔ̀ŋgɛ́	dɔ̀ŋɡ-ɛ́	d ɔ̀ ŋ ɡ + ɛ́			1	8622 8624	d ɔ̀ ŋ ɡ + ɛ́ -
13189	DonnoSo-6979_push-1	DonnoSo		push	dɔ̀ŋgɔ́\\dɔ́ŋgɛ̀	dɔ́ŋɡ-ɛ̀	d ɔ́ ŋ ɡ + ɛ̀			1	8622 8624	d ɔ́ ŋ ɡ + ɛ̀ -
13190	Gourou-6979_push-1	Gourou		push	dàmá	dàm-á	d à m + á			1	8620 8625	d à m - + á
13191	JamsayDouentza-6979_push-1	JamsayDouentza		push	dàmá	dàm-á	d à m + á			1	8620 8625	d à m - + á
13193	Mombo-6979_push-1	Mombo		push	túmbyê:	túmb-y-é.è	t ú m b + j + é è			1	8620 8626 8624	t ú m b + j + é è
13194	Najamba-6979_push-1	Najamba		push	dàmbí\\dàmbè	dàmb-è	d à m b + è			1	8620 8624	d à m b + è -
13195	Nanga-6979_push-1	Nanga		push	dàmbí	dàmb-í	d à m b + í			1	8620 8621	d à m b + í
13196	Penange-6979_push-1	Penange		push	túmbúgè, túmbè	túmb-úɡ-è	t ú m b + ú ɡ + è			1	8620 8627 8624	t ú m b + ú ɡ + è -
13197	Penange-6979_push-2	Penange		push	túmbúgè, túmbè	túmb-è	t ú m b + è			1	8620 8624	t ú m b + è -
13198	PergeTegu-6979_push-1	PergeTegu		push	dàmbá	dàmb-á	d à m b + á			1	8620 8625	d à m b + á
13199	TebulUre-6979_push-1	TebulUre		push	dàmbí (dàmbítì)	dàmb-í	d à m b + í			1	8620 8621	d à m b + í
13200	Tiranige-6979_push-1	Tiranige		push	dámbó	dámb-ó	d á m b + ó			1	8620 8628	d á m b + ó
13201	TogoKan-6979_push-1	TogoKan		push	dèmé	dèm-é	d è m + é			1	8620 8624	d è m - + é -
13202	TommoSoTongoTongo-6979_push-1	TommoSoTongoTongo		push	dàmbá	dàmb-á	d à m b + á			1	8620 8625	d à m b + á
13203	ToroTegu-6979_push-1	ToroTegu		push	dǎm\\dàwⁿá	dàw-.ná	d à w + n á			1	8629 8630	d à w + n á
13204	YandaDom-6979_push-1	YandaDom		push	dàmbú\\dàmbàlí	dàmb-àl-í	d à m b + à l + í			1	8620 8631 8621	d à m b + à l + í
13205	YornoSo-6979_push-1	YornoSo		push	dàmá\\dàmú	dàm-á	d à m + á			1	8620 8625	d à m - + á
6384	BankanTey-7056_rainnoun-1	BankanTey		rain (noun)	bòndú	bò-nd-ú	b ò + n d + ú			0	8664 8665 8666	b ò - - + n d + ú
6385	BenTey-7056_rainnoun-1	BenTey		rain (noun)	bòlú ~ bǒl	bòlú	b ò l ú			0	8664	b ò l ú
6386	BenTey-7056_rainnoun-2	BenTey		rain (noun)	bòlú ~ bǒl	bǒl	b ǒ l			0	8664	b ǒ l -
6387	Bunoge-7056_rainnoun-1	Bunoge		rain (noun)	ʔáyà	ʔáyà	ʔ á j à			0	8667	ʔ á j à
6388	DogulDomBendiely-7056_rainnoun-1	DogulDomBendiely		rain (noun)	áláà	áláà	á l á à			0	8668	á l á à
6389	DogulDomKundialang-7056_rainnoun-1	DogulDomKundialang		rain (noun)	àlá:	àlá-á	à l á + á			0	8668 8669	à l á - + á
6390	DonnoSo-7056_rainnoun-1	DonnoSo		rain (noun)	àná	àná	à n á			0	8670	à n á
6391	Gourou-7056_rainnoun-1	Gourou		rain (noun)	àrⁿá	àr-ná	à r + n á			0	8671 8670	à r + - n á
6392	JamsayDouentza-7056_rainnoun-1	JamsayDouentza		rain (noun)	àrⁿá	àr-ná	à r + n á			0	8671 8670	à r + - n á
6393	Mombo-7056_rainnoun-1	Mombo		rain (noun)	kúmáŋgà	kúmá-ŋɡ-à	k ú m á + ŋ ɡ + à			0	8672 8673 8669	k ú m á - + ŋ ɡ + à
6394	Najamba-7056_rainnoun-1	Najamba		rain (noun)	ǎ:lŋgé\\à:lé	à.ál-ŋɡ-é	à á l + ŋ ɡ + é	à à l é		0	8674 8673 8675	à á l + ŋ ɡ + é
6395	Nanga-7056_rainnoun-1	Nanga		rain (noun)	bòndí	bò-nd-í	b ò + n d + í			0	8664 8665 8676	b ò - - + n d + í
6396	Penange-7056_rainnoun-1	Penange		rain (noun)	kùmà:ŋgà	kùmà.à-ŋɡ-à	k ù m à à + ŋ ɡ + à			0	8672 8673 8669	k ù m à à + ŋ ɡ + à
6397	PergeTegu-7056_rainnoun-1	PergeTegu		rain (noun)	àrⁿá	àr-ná	à r + n á			0	8671 8670	à r + - n á
6398	TebulUre-7056_rainnoun-1	TebulUre		rain (noun)	àrⁿá	àr-ná	à r + n á			0	8671 8670	à r + - n á
6399	Tiranige-7056_rainnoun-1	Tiranige		rain (noun)	á:mì	á-ámì	á + á m ì			0	8669 8677	á + á m ì
6400	TogoKan-7056_rainnoun-1	TogoKan		rain (noun)	àrⁿú	àr-nú	à r + n ú			0	8671 8670	à r + - n ú
6401	TommoSoTongoTongo-7056_rainnoun-1	TommoSoTongoTongo		rain (noun)	àná	àná	à n á			0	8670	à n á
6402	ToroTegu-7056_rainnoun-1	ToroTegu		rain (noun)	àrⁿá	àr-ná	à r + n á			0	8671 8670	à r + - n á
6403	YandaDom-7056_rainnoun-1	YandaDom		rain (noun)	àrⁿùŋ	àr.nù-ŋ	à r ∼ ù + ŋ			0	8678 8670	à r ∼ ù + - ŋ -
6404	YornoSo-7056_rainnoun-1	YornoSo		rain (noun)	àrⁿá	àr-ná	à r + n á			0	8671 8670	à r + - n á
15147	BankanTey-7144_redincludingbrownandorange-1	BankanTey		red (including brown and orange)	bàrⁿâyⁿ	bàr.n-â	b à r ∼ + â			1	8706 8707	b à r ∼ - - - + â
15148	BenTey-7144_redincludingbrownandorange-1	BenTey		red (including brown and orange)	bárⁿàwⁿ\\bárⁿàm\\bárⁿàyɛ̀	bár.nàw.n	b á r ∼ à w ∼	b á r ∼ à + m		1	8706	b á r ∼ à w ∼
15149	Bunoge-7144_redincludingbrownandorange-1	Bunoge		red (including brown and orange)	bɔ̀w	bɔ̀w	b ɔ̀ w			1	8708	b ɔ̀ w
15150	DogulDomBendiely-7144_redincludingbrownandorange-1	DogulDomBendiely		red (including brown and orange)	bánùŋ	bánùŋ	b á n ù ŋ			1	8709	b á n ù ŋ
15151	DogulDomKundialang-7144_redincludingbrownandorange-1	DogulDomKundialang		red (including brown and orange)	bánùŋ̀	bánùŋ	b á n ù ŋ			1	8709	b á n ù ŋ
15152	DonnoSo-7144_redincludingbrownandorange-1	DonnoSo		red (including brown and orange)	bánù	bán-ù	b á n + ù			1	8709 8710	b á - - n + ù
15153	Gourou-7144_redincludingbrownandorange-1	Gourou		red (including brown and orange)	bán	bán	b á n			1	8709	b á - - n
15154	JamsayDouentza-7144_redincludingbrownandorange-1	JamsayDouentza		red (including brown and orange)	bán	bán	b á n			1	8709	b á - - n
15156	Mombo-7144_redincludingbrownandorange-1	Mombo		red (including brown and orange)	búnú	bún-ú	b ú n + ú			1	8709 8710	b ú - - n + ú
15157	Najamba-7144_redincludingbrownandorange-1	Najamba		red (including brown and orange)	bánè\\bángò	bán-è	b á n + è	b á n + ɡ ò		1	8709 8711	b á - - n + è
15158	Nanga-7144_redincludingbrownandorange-1	Nanga		red (including brown and orange)	bárⁿí	bár.n-í	b á r ∼ + í			1	8706 8712	b á r ∼ - - - + í
15159	Penange-7144_redincludingbrownandorange-1	Penange		red (including brown and orange)	bɔ̀mbɛ̀	bɔ̀mb-ɛ̀	b ɔ̀ m b + ɛ̀			1	8713 8711	b ɔ̀ m b + ɛ̀
15160	PergeTegu-7144_redincludingbrownandorange-1	PergeTegu		red (including brown and orange)	bárⁿú	bár.n-ú	b á r ∼ + ú			1	8706 8710	b á r ∼ - - - + ú
15161	TebulUre-7144_redincludingbrownandorange-1	TebulUre		red (including brown and orange)	bárⁿɛ̀:\\bárⁿmbɔ̀\\bángɔ̀	bár.nɛ̀.ɛ̀	b á r ∼ ɛ̀ ɛ̀	b á n + ɡ ɔ̀		1	8714	b á r ∼ ɛ̀ ɛ̀
15162	Tiranige-7144_redincludingbrownandorange-1	Tiranige		red (including brown and orange)	búní	bún-í	b ú n + í			1	8709 8712	b ú - - n + í
15163	TogoKan-7144_redincludingbrownandorange-1	TogoKan		red (including brown and orange)	báⁿ	b-áⁿ	b + á ∼			1	8715 8716	b + á ∼
15164	TommoSoTongoTongo-7144_redincludingbrownandorange-1	TommoSoTongoTongo		red (including brown and orange)	bánú	bán-ú	b á n + ú			1	8709 8710	b á - - n + ú
15165	ToroTegu-7144_redincludingbrownandorange-1	ToroTegu		red (including brown and orange)	bárⁿú	bár.n-ú	b á r ∼ + ú			1	8717 8710	b á r ∼ + ú
15166	YandaDom-7144_redincludingbrownandorange-1	YandaDom		red (including brown and orange)	bǎn	bǎn	b ǎ n			1	8709	b ǎ - - n
15167	YornoSo-7144_redincludingbrownandorange-1	YornoSo		red (including brown and orange)	bán	bán	b á n			1	8709	b á - - n
4954	BankanTey-7270_rice-1	BankanTey		rice	árá	árá	á r á			0	8738	á r á
4955	BenTey-7270_rice-1	BenTey		rice	á:rá	á-árá	á + á r á			0	8739 8738	á + á r á
4956	Bunoge-7270_rice-1	Bunoge		rice	ʔɛ̀ndɛ̀gè	ʔɛ̀-ndɛ̀-ɡ-è	ʔ ɛ̀ + n d ɛ̀ + ɡ + è			0	8740 8741 8742 8743	ʔ ɛ̀ + n d ɛ̀ + ɡ + è
4957	DogulDomBendiely-7270_rice-1	DogulDomBendiely		rice	árà	árà	á r à			0	8738	á r à
4958	DogulDomKundialang-7270_rice-1	DogulDomKundialang		rice	árà	árà	á r à			0	8738	á r à
4959	DonnoSo-7270_rice-1	DonnoSo		rice	árà	árà	á r à			0	8738	á r à
4960	Gourou-7270_rice-1	Gourou		rice	árá	árá	á r á			0	8738	á r á
4961	JamsayDouentza-7270_rice-1	JamsayDouentza		rice	árá	árá	á r á			0	8738	á r á
4963	Mombo-7270_rice-1	Mombo		rice	ɛ́rɛ́	ɛ́rɛ́	ɛ́ r ɛ́			0	8744	ɛ́ r ɛ́ - -
4964	Najamba-7270_rice-1	Najamba		rice	ɔ̌:rɛ̀	ɔ̀-ɔ́rɛ̀	ɔ̀ + ɔ́ r ɛ̀			0	8745 8744	ɔ̀ + ɔ́ r ɛ̀ - -
4965	Nanga-7270_rice-1	Nanga		rice	á:rá	á-árá	á + á r á			0	8739 8738	á + á r á
4966	Penange-7270_rice-1	Penange		rice	ɛ́rɛ́:ŋgé (y)	ɛ́rɛ́.ɛ́-ŋɡ-é	ɛ́ r ɛ́ ɛ́ + ŋ ɡ + é	j + ɛ́ r ɛ́ ɛ́ ŋ ɡ é		0	8744 8746 8743	ɛ́ r ɛ́ - ɛ́ + ŋ ɡ + é
4967	PergeTegu-7270_rice-1	PergeTegu		rice	á:rá	á-árá	á + á r á			0	8739 8738	á + á r á
4968	TebulUre-7270_rice-1	TebulUre		rice	árá	árá	á r á			0	8738	á r á
4969	Tiranige-7270_rice-1	Tiranige		rice	ɛ̀rɛ̀gè	ɛ̀rɛ̀ɡè	ɛ̀ r ɛ̀ ɡ è			0	8744	ɛ̀ r ɛ̀ ɡ è
4970	TogoKan-7270_rice-1	TogoKan		rice	árá	árá	á r á			0	8738	á r á
4971	TommoSoTongoTongo-7270_rice-1	TommoSoTongoTongo		rice	árá	árá	á r á			0	8738	á r á
4973	ToroTegu-7270_rice-1	ToroTegu		rice	mɔ́	mɔ́	m ɔ́			0	8747	m ɔ́
4974	YandaDom-7270_rice-1	YandaDom		rice	ádá	ádá	á d á			0	8738	á d á
4975	YornoSo-7270_rice-1	YornoSo		rice	árá	árá	á r á			0	8738	á r á
6737	BankanTey-7284_righthandetc-1	BankanTey		right (hand, etc.)	ɲɛ̌yⁿ	ɲ-ɛ̌	ɲ + ɛ̌			1	8768 8769	ɲ - + ɛ̌
6738	BenTey-7284_righthandetc-1	BenTey		right (hand, etc.)	ɲɛ̌yⁿ	ɲ-ɛ̌	ɲ + ɛ̌			1	8768 8769	ɲ - + ɛ̌
6739	DogulDomBendiely-7284_righthandetc-1	DogulDomBendiely		right (hand, etc.)	ŋáàŋ	ŋáàŋ	ŋ á à ŋ			1	8770	ŋ á à ŋ
6740	DonnoSo-7284_righthandetc-1	DonnoSo		right (hand, etc.)	ɲǎ:	ɲà-á	ɲ à + á			1	8768 8771	ɲ à + á -
6741	Gourou-7284_righthandetc-1	Gourou		right (hand, etc.)	yⁿǎ:	à.á	à á			1	8771	à á
6742	JamsayDouentza-7284_righthandetc-1	JamsayDouentza		right (hand, etc.)	ɲǎ:	ɲà-á	ɲ à + á			1	8768 8771	ɲ à + á -
6743	Mombo-7284_righthandetc-1	Mombo		right (hand, etc.)	núyⁿà	n-úà	n + ú à			1	8768 8772	n - + ú à
6744	Najamba-7284_righthandetc-1	Najamba		right (hand, etc.)	ɲɛ̀ŋgó\\ɲɛ̌:	ɲɛ̀ŋɡ-ó	ɲ ɛ̀ ŋ ɡ + ó	ɲ ɛ̀ ɛ́		1	8773 8774	ɲ ɛ̀ ŋ ɡ + ó
6745	Nanga-7284_righthandetc-1	Nanga		right (hand, etc.)	nàrⁿìyⁿɛ́	nàr.nìɛ́	n à r ∼ ì ɛ́			1	8775	n à r ∼ ì ɛ́
6746	Penange-7284_righthandetc-1	Penange		right (hand, etc.)	ɲà:	ɲà-à	ɲ à + à			1	8768 8771	ɲ à + à -
6747	PergeTegu-7284_righthandetc-1	PergeTegu		right (hand, etc.)	ɲɛ̌:	ɲɛ̀-ɛ́	ɲ ɛ̀ + ɛ́			1	8768 8769	ɲ ɛ̀ + ɛ́
6748	TebulUre-7284_righthandetc-1	TebulUre		right (hand, etc.)	ɲɛ̀ŋgɛ́	ɲɛ̀ŋɡ-ɛ́	ɲ ɛ̀ ŋ ɡ + ɛ́			1	8773 8769	ɲ ɛ̀ ŋ ɡ + ɛ́
6749	Tiranige-7284_righthandetc-1	Tiranige		right (hand, etc.)	ɲɔ́:	ɲɔ́-ɔ́	ɲ ɔ́ + ɔ́			1	8768 8776	ɲ ɔ́ + ɔ́
6750	TogoKan-7284_righthandetc-1	TogoKan		right (hand, etc.)	ɲǎ:	ɲà-á	ɲ à + á			1	8768 8771	ɲ à + á -
6751	TommoSoTongoTongo-7284_righthandetc-1	TommoSoTongoTongo		right (hand, etc.)	ɲ̀ɲɛ́	ɲɲ-ɛ́	ɲ ɲ + ɛ́			1	8770 8769	ɲ - - ɲ + ɛ́
6752	ToroTegu-7284_righthandetc-1	ToroTegu		right (hand, etc.)	nǒyⁿ	nǒ	n ǒ			1	8768	n ǒ
6753	YandaDom-7284_righthandetc-1	YandaDom		right (hand, etc.)	ʔə̀ɲɛ̀	ʔə̀ɲ-ɛ̀	ʔ ə̀ ɲ + ɛ̀			1	8777 8769	ʔ ə̀ ɲ + ɛ̀
6754	YornoSo-7284_righthandetc-1	YornoSo		right (hand, etc.)	ɲɛ̌:	ɲɛ̀-ɛ́	ɲ ɛ̀ + ɛ́			1	8768 8769	ɲ ɛ̀ + ɛ́
6126	BankanTey-7341_roof-1	BankanTey		roof	tèmbèkû:	tè-mbè-k-ú.ù	t è + m b è + k + ú ù			0	8801 8802 8803 8804	t è - + m b è + k - - + ú ù
6127	BenTey-7341_roof-1	BenTey		roof	tèmbèkû: ~ tèmkû:	tèm-kú.ù	t è m + k ú ù			0	8801 8805	t è m + - k ú ù
6128	Bunoge-7341_roof-1	Bunoge		roof	gá:ŋgù	ɡá.á-ŋɡù	ɡ á á + ŋ ɡ ù			0	8803 8805	ɡ á á + ŋ ɡ ù -
6129	DogulDomBendiely-7341_roof-1	DogulDomBendiely		roof	dálà	dálà	d á l à			0	8806	d á l à
6130	DogulDomKundialang-7341_roof-1	DogulDomKundialang		roof	dálà	dálà	d á l à			0	8806	d á l à
6131	DonnoSo-7341_roof-1	DonnoSo		roof	témbù	té-mbù	t é + m b ù			0	8801 8802	t é - + m b ù
6132	Gourou-7341_roof-1	Gourou		roof	tɛ̀mɛ̀ kú:ⁿ	tɛ̀mɛ̀_kú.ú-ⁿ	t ɛ̀ m ɛ̀ + k ú ú			0	8807 8805	t ɛ̀ m ɛ̀ + - k ú ú
6133	JamsayDouentza-7341_roof-1	JamsayDouentza		roof	tɛ̀mɛ̀kú:ⁿ	tɛ̀mɛ̀-kú.ú-ⁿ	t ɛ̀ m ɛ̀ + k ú ú			0	8807 8805	t ɛ̀ m ɛ̀ + - k ú ú
6134	Mombo-7341_roof-1	Mombo		roof	sà:súgú	sà.àsú-ɡú	s à à s ú + ɡ ú			0	8808 8805	s à à s ú + - ɡ ú -
